code;text
L02BG01;aminoglutetimid                                   
L02BG02;formestan                                         
L02BG03;anastrozol                                        
L02BG04;letrozol                                          
L02BG05;vorozol                                           
L02BG06;eksemestan                                        
L02BX;Andre hormonantagonister og beslektede substanser
L02BX01;abarelix
L02BX02;degarelix
L02BX03;abiraterone
L03;Immunstimulerende midler      
L03A;Immunstimulerende midler
L03AA;Kolonistimulerende midler                          
L03AA02;filgrastim                                        
L03AA03;molgramostim
L03AA09;sargramostim                                      
L03AA10;lenograstim                                       
L03AA12;ancestim                                          
L03AA13;pegfilgrastim
L03AA14;lipegfilgrastim
L03AA15;balugrastim
L03AA16;empegfilgrastim
L03AA17;pegteograstim
L03AB;Interferoner                                      
L03AB01;naturlig interferon alfa                          
L03AB02;naturlig interferon beta                          
L03AB03;interferon gamma                                  
L03AB04;interferon alfa-2a                          
L03AB05;interferon alfa-2b      
L03AB06;interferon alfa-n1
L03AB07;interferon beta-1a
L03AB08;interferon beta-1b
L03AB09;interferon alfakon-1                              
L03AB10;peginterferon alfa-2b
L03AB11;peginterferon alfa-2a
L03AB12;albinterferon alfa-2b
L03AB13;peginterferon beta-1a
L03AB14;cepeginterferon alfa-2b
L03AB15;ropeginterferon alfa-2b
L03AB60;peginterferon alfa-2b, kombinasjoner                           
L03AB61;peginterferon alfa-2a, kombinasjoner
L03AC;Interleukiner                                     
L03AC01;aldesleukin                                       
L03AC02;oprelvekin                                        
L03AX;Andre immunstimulerende
L03AX01;lentinan                                          
L03AX02;rokinimex                                         
L03AX03;BCG vaksine                                       
L03AX04;pegademase                                        
L03AX05;pidotimod                                         
L03AX07;poly I:C                                          
L03AX08;poly ICLC                                   
L03AX09;tymopentin                                        
L03AX10;immuncyanin                                       
L03AX11;tasonermin                                        
L03AX12;melanom vaksine                                   
L03AX13;glatiramer acetat                                 
L03AX14;histamin dihydroklorid
L03AX15;mifamurtid
L03AX16;pleriksafor
L03AX17;sipuleucel-T
L03AX18;kridanimod
L03AX19;dasiprotimut-T
L04;Immunsuppressive midler
L04A;Immunsuppressive midler
L04AA;Selektive immunsuppressive midler
L04AA02;muromonab-CD3                                     
L04AA03;antilymfocytt immunoglobulin (hest)               
L04AA04;antitymocytt immunoglobulin (kanin)               
L04AA06;mycofenolsyre                                     
L04AA10;sirolimus                                         
L04AA13;leflunomid                                        
L04AA15;alefacept
L04AA18;everolimus
L04AA19;gusperimus
L04AA21;efalizumab
L04AA22;abetimus
L04AA23;natalizumab
L04AA24;abatacept
L04AA25;eculizumab
L04AA26;belimumab
L04AA27;fingolimod
L04AA28;belatacept
L04AA29;tofacitinib
L04AA31;teriflunomid
L04AA32;apremilast
L04AA33;vedolizumab
L04AA34;alemtuzumab
L04AA35;begelomab
L04AA36;okrelizumab
L04AA37;baricitinib
L04AB;Tumornekrosefaktor alfa (TNF-)-hemmere
L04AB01;etanercept                                        
L04AB02;infliximab                                        
L04AB03;afelimomab
L04AB04;adalimumab
L04AB05;certolizumab pegol
L04AB06;golimumab
L04AC;Interleukinhemmere
L04AC01;daklizumab                                        
L04AC02;basiliximab                                       
L04AC03;anakinra                                          
L04AC04;rilonacept
L04AC05;ustekinumab
L04AC07;tocilizumab
L04AC08;kanakinumab
L04AC09;briakinumab
L04AC10;secukinumab
L04AC11;siltuksimab
L04AC12;brodalumab
L04AC13;iksekizumab
L04AC14;sarilumab
L04AC15;sirukumab
L04AC16;guselkumab
L04AD;Kalsineurinhemmere
L04AD01;ciklosporin                                       
L04AD02;tacrolimus                                        
L04AD03;voklosporin
L04AX;Andre Immunosuppresiva
L04AX01;azatioprin                                        
L04AX02;talidomid                                         
L04AX03;metotrexat
L04AX04;lenalidomid
L04AX05;pirfenidon
L04AX06;pomalidomid
M;Muskler og skjelett                             
M01;Antiinflammatoriske og antireumatiske midler
M01A;Antiinflammatoriske og antireumatiske midler, unntatt steroider
M01AA;Butylpyrazolidiner                                
M01AA01;fenylbutazon                                      
M01AA02;mofebutazon                                       
M01AA03;oksyfenbutazon                                    
M01AA05;klofezon                                          
M01AA06;kebuzon                                           
M01AB;Eddiksyrederivater og lignende substanser         
M01AB01;indometacin                                       
M01AB02;sulindak                                          
M01AB03;tolmetin                                          
M01AB04;zomepirak                                         
M01AB05;diklofenak                                        
M01AB06;alklofenak                                        
M01AB07;bumadizon                                         
M01AB08;etodolak                                          
M01AB09;lonazolak                                         
M01AB10;fentiazak                                         
M01AB11;acemetacin                                        
M01AB12;difenpiramid                                      
M01AB13;oxametacin                                        
M01AB14;proglumetacin                                     
M01AB15;ketorolak                                         
M01AB16;aceklofenak                                       
M01AB17;bufexamac                                         
M01AB51;indometacin, kombinasjoner                        
M01AB55;diklofenak, kombinasjoner                         
M01AC;Oxikamer                                          
M01AC01;piroxikam                                         
M01AC02;tenoxikam                                         
M01AC04;droxikam                                          
M01AC05;lornoxikam                                        
M01AC06;meloxikam                                         
M01AC56;meloxikam, kombinasjoner
M01AE;Propionsyrederivater                              
M01AE01;ibuprofen                                         
M01AE02;naproxen                                          
M01AE03;ketoprofen                                        
M01AE04;fenoprofen                                        
M01AE05;fenbufen                                          
M01AE06;benoxaprofen                                      
M01AE07;suprofen                                          
M01AE08;pirprofen                                         
M01AE09;flurbiprofen                                      
